Abbreviation	Format	Prefered	Keyword	Type	Comment	Reference	Length	Rank_gross	Rank_detail	Region	Web link	Concatenated	Separable
V. D.			Van De	Road abbreviation	"V. D. Sweepstraat" = "Van De Sweepstraat" ="vd Sweepstr."	OSM				Dutch		no	yes
vd			Van De	Road abbreviation	"V. D. Sweepstraat" = "Van De Sweepstraat" ="vd Sweepstr."	OSM				Dutch		no	yes
vlt.			Vliet	Road abbreviation	"St.-Jansvlt." = "Sint-Jansvliet"	OSM				Dutch		yes	yes
Al			Alameda	Road abbreviation		OSM				Portuguese		no	n/a
Av			Avenida	Road abbreviation		OSM				Portuguese		no	n/a
Az			Azinhaga	Road abbreviation		OSM				Portuguese		no	n/a
Br			Bairro	Road abbreviation		OSM				Portuguese		no	n/a
B			Bairro	Road abbreviation	used in Brazil (Example)	OSM				Portuguese		no	n/a
Bc			Beco	Road abbreviation		OSM				Portuguese		no	n/a
Cc			Calçada	Road abbreviation		OSM				Portuguese		no	n/a
Ccnh			Calçadinha	Road abbreviation		OSM				Portuguese		no	n/a
Cam			Caminho	Road abbreviation		OSM				Portuguese		no	n/a
Csl			Casal	Road abbreviation		OSM				Portuguese		no	n/a
Esc			Escadas	Road abbreviation		OSM				Portuguese		no	n/a
Escnh			Escadinhas	Road abbreviation		OSM				Portuguese		no	n/a
Estr			Estrada	Road abbreviation		OSM				Portuguese		no	n/a
Jrd			Jardim	Road abbreviation		OSM				Portuguese		no	n/a
Lg			Largo	Road abbreviation		OSM				Portuguese		no	n/a
Loteam			Loteamento	Road abbreviation		OSM				Portuguese		no	n/a
Pq			Parque	Road abbreviation		OSM				Portuguese		no	n/a
Pto			Pátio	Road abbreviation		OSM				Portuguese		no	n/a
Pc			Praça	Road abbreviation		OSM				Portuguese		no	n/a
Pct			Praceta	Road abbreviation		OSM				Portuguese		no	n/a
Prolng			Prolongamento	Road abbreviation		OSM				Portuguese		no	n/a
Qta			Quinta	Road abbreviation		OSM				Portuguese		no	n/a
Rot			Rotunda	Road abbreviation		OSM				Portuguese		no	n/a
R			Rua	Road abbreviation		OSM				Portuguese		no	n/a
Transv			Transversal	Road abbreviation		OSM				Portuguese		no	n/a
Tv			Travessa	Road abbreviation		OSM				Portuguese		no	n/a
Urb			Urbanização	Road abbreviation		OSM				Portuguese		no	n/a
Vl			Vila	Road abbreviation		OSM				Portuguese		no	n/a
Zn			Zona	Road abbreviation		OSM				Portuguese		no	n/a
Alf			Alferes	Road abbreviation		OSM				Portuguese		no	n/a
Alm			Almirante	Road abbreviation		OSM				Portuguese		no	n/a
Arq			Arquitecto	Road abbreviation		OSM				Portuguese		no	n/a
Brigadeiro			Brigadeiro	Road abbreviation		OSM				Portuguese		no	n/a
Cap			Capitão	Road abbreviation		OSM				Portuguese		no	n/a
Cmdt			Comandante	Road abbreviation		OSM				Portuguese		no	n/a
Comend			Comendador	Road abbreviation		OSM				Portuguese		no	n/a
Cons			Conselheiro	Road abbreviation		OSM				Portuguese		no	n/a
Cor			Coronel	Road abbreviation		OSM				Portuguese		no	n/a
Cel			Coronel	Road abbreviation	used in Brazil	OSM				Portuguese		no	n/a
D			Dom	Road abbreviation		OSM				Portuguese		no	n/a
D			Dona	Road abbreviation	(perhaps Dª also?)	OSM				Portuguese		no	n/a
Dr			Doutor	Road abbreviation		OSM				Portuguese		no	n/a
Dr			Doutora	Road abbreviation	Perhaps Drª also?)	OSM				Portuguese		no	n/a
Dq			Duque	Road abbreviation		OSM				Portuguese		no	n/a
Emb			Embaixador	Road abbreviation		OSM				Portuguese		no	n/a
Eng			Engenheiro	Road abbreviation		OSM				Portuguese		no	n/a
Eng			Engenheira	Road abbreviation		OSM				Portuguese		no	n/a
Fr			Frei	Road abbreviation		OSM				Portuguese		no	n/a
Gen			General	Road abbreviation		OSM				Portuguese		no	n/a
Gal			General	Road abbreviation	used in Brazil (Example)	OSM				Portuguese		no	n/a
Inf			Infante	Road abbreviation		OSM				Portuguese		no	n/a
Mq			Marquês	Road abbreviation		OSM				Portuguese		no	n/a
Presid			Presidente	Road abbreviation		OSM				Portuguese		no	n/a
Prof			Professor	Road abbreviation		OSM				Portuguese		no	n/a
Prof			Professora	Road abbreviation		OSM				Portuguese		no	n/a
S			São	Road abbreviation		OSM				Portuguese		no	n/a
Sarg			Sargento	Road abbreviation		OSM				Portuguese		no	n/a
Ten			Tenente	Road abbreviation		OSM				Portuguese		no	n/a
Visc			Visconde	Road abbreviation		OSM				Portuguese		no	n/a
Cv			Cave	Road abbreviation		OSM				Portuguese		no	n/a
Dto			Direito	Road abbreviation		OSM				Portuguese		no	n/a
Esq			Esquerdo	Road abbreviation		OSM				Portuguese		no	n/a
Ft			Frente	Road abbreviation		OSM				Portuguese		no	n/a
Hab			Habitação	Road abbreviation		OSM				Portuguese		no	n/a
Lj			Loja	Road abbreviation		OSM				Portuguese		no	n/a
Rc			Rés-do-chão	Road abbreviation		OSM				Portuguese		no	n/a
Slj			Sobre-Loja	Road abbreviation		OSM				Portuguese		no	n/a
Scv			Sub-Cave	Road abbreviation		OSM				Portuguese		no	n/a
Ass			Associação	Road abbreviation		OSM				Portuguese		no	n/a
Inst			Instituto	Road abbreviation		OSM				Portuguese		no	n/a
Lug			Lugar	Road abbreviation		OSM				Portuguese		no	n/a
Min			Ministério	Road abbreviation		OSM				Portuguese		no	n/a
Proj			Projectada	Road abbreviation		OSM				Portuguese		no	n/a
Sn			Sem Número	Road abbreviation		OSM				Portuguese		no	n/a
Soc			Sociedade	Road abbreviation		OSM				Portuguese		no	n/a
